Castle 1,Castle 2,Castle 3,Castle 4,Castle 5,Castle 6,Castle 7,Castle 8,Castle 9,Castle 10
1,2,3,4,8,10,15,22,25,10
1,2,3,4,7,13,17,23,27,3
1,2,3,4,6,16,25,33,4,6
1,2,3,4,5,10,15,20,40,0
1,2,3,4,5,6,15,30,33,1
1,2,3,4,5,6,7,8,9,55
1,2,3,3,4,16,21,24,24,2
1,2,2,10,20,21,16,21,5,2
1,2,2,6,11,11,16,21,26,4
1,2,2,6,10,21,22,32,2,2
1,2,2,5,10,5,21,26,27,1
1,2,2,3,16,17,18,19,20,2
1,2,2,3,6,13,16,18,19,20
1,2,2,2,20,20,2,25,25,1
1,2,2,2,16,21,0,26,29,1
1,2,2,2,11,15,30,2,2,33
1,2,2,2,5,15,16,23,32,2
1,2,2,2,2,29,30,30,1,1
1,2,2,2,2,5,11,15,24,36
1,2,2,2,2,3,3,23,31,31
1,2,2,2,0,14,16,18,21,24
1,2,2,1,16,22,26,27,1,2
1,2,2,1,1,23,23,23,23,1
1,1,29,24,19,1,12,11,1,1
1,1,19,1,12,19,19,26,1,1
1,1,17,18,1,19,20,21,1,1
1,1,16,16,16,1,16,1,16,16
1,1,16,16,16,1,16,1,16,16
1,1,15,17,1,21,21,21,1,1
1,1,13,1,16,21,21,24,1,1
1,1,13,1,1,1,15,31,1,35
1,1,11,12,1,19,24,29,1,1
1,1,11,11,1,21,26,26,1,1
1,1,11,11,1,11,11,26,1,26
1,1,9,14,1,1,20,25,27,1
1,1,9,1,1,18,20,23,25,1
1,1,8,8,20,20,20,20,1,1
1,1,8,1,1,15,24,24,24,1
1,1,7,15,17,19,19,19,1,1
1,1,6,11,16,16,21,16,6,6
1,1,6,11,15,1,17,21,26,1
1,1,6,11,11,16,21,27,3,3
1,1,6,10,20,20,20,20,1,1
1,1,6,1,1,1,1,24,24,40
1,1,4,13,14,15,16,17,18,1
1,1,4,11,13,21,12,26,8,3
1,1,4,10,16,22,22,22,1,1
1,1,4,10,12,15,17,19,21,0
1,1,4,8,10,17,24,25,5,5
1,1,4,6,8,10,14,16,18,22
1,1,3,6,8,9,10,16,35,11
1,1,3,5,12,15,20,18,15,10
1,1,3,4,10,20,20,20,20,1
1,1,3,3,3,9,25,25,30,0
1,1,2,12,21,12,21,26,2,2
1,1,2,12,5,21,2,24,2,30
1,1,2,11,5,7,19,11,22,21
1,1,2,10,12,15,25,30,2,2
1,1,2,10,1,15,12,19,21,18
1,1,2,6,12,18,24,30,3,3
1,1,2,5,10,1,20,20,20,20
1,1,2,5,7,8,10,14,22,30
1,1,2,4,14,21,27,27,2,1
1,1,2,4,6,10,16,25,34,1
1,1,2,4,6,9,13,17,21,26
1,1,2,4,6,9,13,17,21,26
1,1,2,4,6,9,13,17,21,26
1,1,2,3,5,8,13,21,34,12
1,1,2,2,20,20,25,25,2,2
1,1,2,2,16,20,1,26,30,1
1,1,2,2,4,6,10,14,23,37
1,1,2,2,3,15,20,25,30,1
1,1,2,2,2,11,21,24,34,2
1,1,2,2,2,2,30,30,30,0
1,1,2,2,2,2,29,29,29,3
1,1,1,30,1,1,1,62,1,1
1,1,1,23,1,1,23,24,24,1
1,1,1,20,1,1,24,25,25,1
1,1,1,19,19,19,19,19,1,1
1,1,1,19,1,1,25,25,25,1
1,1,1,17,18,19,20,21,1,1
1,1,1,16,1,1,26,26,26,1
1,1,1,15,20,20,20,20,1,1
1,1,1,15,20,20,20,20,1,1
1,1,1,15,18,1,27,1,34,1
1,1,1,15,17,19,21,23,1,1
1,1,1,15,15,15,16,16,10,10
1,1,1,15,1,1,26,25,28,1
1,1,1,14,16,19,22,24,1,1
1,1,1,14,15,16,25,25,1,1
1,1,1,14,14,14,14,14,14,13
1,1,1,14,1,1,24,27,30,0
1,1,1,14,1,1,18,26,36,1
1,1,1,13,16,19,22,25,1,1
1,1,1,13,16,18,22,0,28,0
1,1,1,12,17,18,20,26,2,2
1,1,1,12,15,19,23,26,1,1
1,1,1,12,14,16,17,18,19,1
1,1,1,12,12,9,1,1,31,31
1,1,1,12,1,1,20,25,37,1
1,1,1,11,14,18,21,1,31,1
1,1,1,11,1,1,27,28,28,1
1,1,1,11,1,1,21,21,21,21
1,1,1,10,14,18,24,20,10,1
1,1,1,10,10,1,20,25,30,1
1,1,1,9,11,13,18,20,25,1
1,1,1,7,15,15,15,15,15,15
1,1,1,7,12,14,16,21,27,0
1,1,1,7,11,15,20,21,22,1
1,1,1,7,10,12,14,16,18,20
1,1,1,7,10,12,14,16,18,20
1,1,1,7,8,17,26,37,1,1
1,1,1,6,14,16,18,20,22,1
1,1,1,6,10,14,10,19,15,23
1,1,1,5,11,16,28,29,3,5
1,1,1,5,7,11,15,17,19,23
1,1,1,5,5,10,1,25,1,50
1,1,1,4,1,1,25,30,35,1
1,1,1,3,6,11,18,23,22,14
1,1,1,3,3,19,20,20,31,1
1,1,1,3,1,23,23,23,23,1
1,1,1,2,10,12,16,17,19,21
1,1,1,2,3,6,9,14,24,39
1,1,1,2,3,5,20,21,22,24
1,1,1,2,3,5,10,20,21,36
1,1,1,2,2,12,14,17,24,26
1,1,1,2,2,11,13,1,23,45
1,1,1,2,2,6,26,26,19,16
1,1,1,2,2,2,2,2,42,45
1,1,1,1,31,26,1,21,16,1
1,1,1,1,30,35,30,1,0,0
1,1,1,1,24,24,1,23,23,1
1,1,1,1,23,23,1,24,24,1
1,1,1,1,23,23,1,24,24,1
1,1,1,1,21,21,1,26,26,1
1,1,1,1,20,21,1,26,27,1
1,1,1,1,20,21,1,26,27,1
1,1,1,1,20,20,20,1,1,34
1,1,1,1,19,19,19,19,19,1
1,1,1,1,18,19,1,26,31,1
1,1,1,1,17,20,1,27,30,1
1,1,1,1,17,18,19,20,21,1
1,1,1,1,17,17,2,21,37,2
1,1,1,1,17,17,1,26,34,1
1,1,1,1,16,25,2,26,26,1
1,1,1,1,16,24,25,28,1,2
1,1,1,1,16,19,1,28,31,1
1,1,1,1,15,19,23,1,1,37
1,1,1,1,15,19,1,26,34,1
1,1,1,1,13,13,1,25,41,3
1,1,1,1,12,18,20,22,24,0
1,1,1,1,12,15,25,40,2,2
1,1,1,1,11,21,21,21,21,1
1,1,1,1,11,13,15,17,19,21
1,1,1,1,11,13,15,17,19,21
1,1,1,1,11,13,15,17,19,21
1,1,1,1,11,13,15,17,19,21
1,1,1,1,11,12,21,21,31,0
1,1,1,1,11,11,11,16,21,26
1,1,1,1,11,11,11,11,51,1
1,1,1,1,11,11,1,31,41,1
1,1,1,1,10,20,20,20,15,11
1,1,1,1,10,10,20,20,35,1
1,1,1,1,9,15,1,25,45,1
1,1,1,1,7,22,22,22,22,1
1,1,1,1,6,15,20,20,34,1
1,1,1,1,6,11,16,26,36,1
1,1,1,1,6,11,16,21,21,21
1,1,1,1,6,11,12,33,34,0
1,1,1,1,3,30,30,30,0,3
1,1,1,1,2,4,6,12,24,48
1,1,1,1,2,2,7,11,23,51
1,1,1,1,1,31,32,32,0,0
1,1,1,1,1,31,1,31,1,31
1,1,1,1,1,23,23,24,24,1
1,1,1,1,1,21,36,36,1,1
1,1,1,1,1,21,21,26,26,1
1,1,1,1,1,20,24,25,25,1
1,1,1,1,1,20,22,24,28,1
1,1,1,1,1,20,20,27,27,1
1,1,1,1,1,19,19,19,19,19
1,1,1,1,1,19,19,19,19,19
1,1,1,1,1,17,18,19,20,21
1,1,1,1,1,17,18,19,20,21
1,1,1,1,1,16,26,26,26,1
1,1,1,1,1,16,21,26,31,1
1,1,1,1,1,16,1,26,26,26
1,1,1,1,1,15,20,29,30,1
1,1,1,1,1,15,20,20,20,20
1,1,1,1,1,15,20,20,20,20
1,1,1,1,1,15,15,15,20,30
1,1,1,1,1,12,20,20,21,22
1,1,1,1,1,12,16,33,33,1
1,1,1,1,1,12,16,18,22,27
1,1,1,1,1,11,21,31,21,11
1,1,1,1,1,11,21,21,21,21
1,1,1,1,1,11,15,34,34,1
1,1,1,1,1,10,20,30,35,0
1,1,1,1,1,7,14,19,25,30
1,1,1,1,1,7,14,16,20,38
1,1,1,1,1,7,7,21,29,31
1,1,1,1,1,5,15,20,25,30
1,1,1,1,1,1,31,31,31,1
1,1,1,1,1,1,26,22,23,23
1,1,1,1,1,1,23,23,24,24
1,1,1,1,1,1,23,23,24,24
1,1,1,1,1,1,23,23,24,24
1,1,1,1,1,1,23,23,24,24
1,1,1,1,1,1,21,26,26,21
1,1,1,1,1,1,21,21,26,26
1,1,1,1,1,1,14,20,20,40
1,1,1,1,1,1,13,27,27,27
1,1,1,1,1,1,10,21,28,35
1,1,1,1,1,1,10,19,25,40
1,1,1,1,1,1,4,30,30,30
1,1,1,1,1,1,1,31,31,31
1,1,1,1,1,1,1,31,31,31
1,1,1,1,1,1,1,31,31,31
1,1,1,1,1,1,1,30,31,32
1,1,1,1,1,1,1,29,30,34
1,1,1,1,1,1,1,28,31,34
1,1,1,1,1,1,1,21,31,41
1,1,1,1,1,0,11,17,26,41
1,1,1,1,0,15,21,0,28,32
1,1,1,1,0,0,0,48,0,48
1,1,1,1,0,0,0,32,32,32
1,0,5,5,0,24,30,35,0,0
1,0,4,10,20,26,27,10,1,1
1,0,0,39,0,60,0,0,0,0
1,0,0,1,18,20,20,20,20,0
1,0,0,0,1,15,15,15,20,33
1,0,0,0,0,0,0,33,33,33
0,26,32,42,0,0,0,0,0,0
0,25,25,25,25,0,0,0,0,0
0,21,0,0,0,0,25,0,27,27
0,20,0,20,20,0,0,20,20,0
0,20,0,0,20,20,20,20,0,0
0,17,12,12,12,12,0,35,0,0
0,16,16,17,0,17,0,17,0,17
0,15,14,14,0,14,15,14,14,0
0,15,0,0,20,20,20,25,0,0
0,15,0,0,19,20,21,25,0,0
0,15,0,0,18,20,22,25,0,0
0,14,0,0,16,20,24,26,0,0
0,12,0,0,20,21,21,26,0,0
0,12,0,0,18,20,22,28,0,0
0,12,0,0,0,0,28,0,28,32
0,11,1,1,21,21,22,23,0,0
0,11,0,14,0,19,25,31,0,0
0,11,0,0,21,21,21,26,0,0
0,11,0,0,16,17,27,29,0,0
0,11,0,0,16,16,26,31,0,0
0,11,0,0,12,15,27,35,0,0
0,11,0,0,12,15,27,35,0,0
0,11,0,0,12,15,27,35,0,0
0,11,0,0,12,15,27,35,0,0
0,10,30,60,0,0,0,0,0,0
0,10,10,10,10,10,15,15,20,0
0,10,0,12,0,20,0,28,0,30
0,10,0,0,25,25,28,12,0,0
0,10,0,0,20,20,25,25,0,0
0,10,0,0,20,20,20,30,0,0
0,10,0,0,0,0,0,30,30,30
0,10,0,0,0,0,0,30,30,30
0,9,11,0,0,19,21,0,0,40
0,9,0,5,8,5,27,12,31,3
0,9,0,0,0,26,30,35,0,0
0,8,0,14,0,21,25,0,32,0
0,8,0,0,20,22,24,26,0,0
0,8,0,0,18,21,25,28,0,0
0,8,0,0,18,20,22,32,0,0
0,8,0,0,16,22,25,29,0,0
0,8,0,0,15,20,26,31,0,0
0,7,10,14,18,21,0,30,0,0
0,7,8,10,12,13,15,17,18,0
0,7,0,14,0,21,25,0,33,0
0,7,0,0,21,23,24,25,0,0
0,7,0,0,18,22,25,28,0,0
0,7,0,0,18,21,25,29,0,0
0,7,0,0,18,21,25,29,0,0
0,7,0,0,16,16,26,31,2,2
0,6,7,11,14,17,20,25,0,0
0,6,0,12,0,23,26,0,33,0
0,6,0,0,17,22,26,28,0,1
0,6,0,0,15,21,27,31,0,0
0,5,11,17,5,11,11,34,3,3
0,5,10,10,0,0,20,25,30,0
0,5,7,13,19,26,0,30,0,0
0,5,7,9,11,14,16,18,20,0
0,5,5,5,5,5,20,55,0,0
0,5,5,5,5,5,20,35,20,0
0,5,1,16,22,8,11,11,14,12
0,5,0,15,20,20,20,20,0,0
0,5,0,1,1,1,1,23,28,40
0,5,0,0,16,21,27,31,0,0
0,5,0,0,16,21,26,32,0,0
0,5,0,0,16,21,25,29,2,2
0,5,0,0,14,17,24,36,0,4
0,5,0,0,11,18,26,40,0,0
0,4,6,10,15,25,0,40,0,0
0,4,6,8,10,20,24,28,0,0
0,4,0,2,2,2,23,28,38,1
0,4,0,0,23,23,24,24,1,1
0,4,0,0,15,21,26,34,0,0
0,3,6,13,0,4,20,27,26,1
0,3,6,11,14,17,18,19,11,1
0,3,5,1,2,14,12,28,1,34
0,3,4,7,16,24,4,34,4,4
0,3,4,3,10,15,15,22,20,8
0,3,4,1,0,1,22,24,21,24
0,3,3,7,6,8,11,15,20,27
0,3,3,3,21,0,21,24,1,24
0,3,3,3,17,3,31,35,3,2
0,3,3,3,3,20,20,20,25,3
0,3,0,0,16,24,26,31,0,0
0,3,0,0,14,17,19,22,25,0
0,2,4,6,8,14,15,16,17,18
0,2,4,6,8,12,14,16,18,20
0,2,3,8,10,12,15,20,30,0
0,2,3,3,6,17,17,17,17,18
0,2,2,11,20,2,2,2,28,31
0,2,2,5,6,10,12,17,20,26
0,2,2,2,2,14,21,26,31,0
0,2,0,9,4,1,20,0,28,36
0,2,0,2,22,0,26,0,12,36
0,1,13,14,14,14,15,14,14,1
0,1,11,2,11,3,3,23,5,41
0,1,10,13,2,20,23,27,2,2
0,1,7,10,10,18,23,28,1,2
0,1,7,4,8,5,1,21,23,30
0,1,6,8,15,2,19,21,26,2
0,1,6,8,10,11,13,15,17,19
0,1,6,8,10,11,13,15,17,19
0,1,5,5,5,0,21,21,21,21
0,1,4,5,6,9,14,14,22,25
0,1,3,6,9,13,17,22,28,1
0,1,3,6,1,23,2,27,35,2
0,1,3,4,5,6,34,36,5,6
0,1,3,3,11,18,25,33,3,3
0,1,3,3,6,10,20,19,1,37
0,1,3,1,11,12,12,19,22,19
0,1,2,7,11,15,19,21,22,2
0,1,2,4,7,9,13,17,21,26
0,1,2,4,7,9,13,17,21,26
0,1,2,4,7,9,13,16,21,27
0,1,2,4,6,9,13,17,21,27
0,1,2,3,4,5,10,15,25,35
0,1,2,3,3,16,11,14,42,8
0,1,2,2,4,4,10,25,26,26
0,1,2,2,2,11,22,25,33,2
0,1,1,17,1,1,25,26,26,2
0,1,1,15,1,2,20,23,35,2
0,1,1,11,3,3,22,26,30,3
0,1,1,11,1,1,24,26,35,0
0,1,1,10,11,16,24,34,1,2
0,1,1,9,11,13,16,29,19,1
0,1,1,7,1,25,30,35,0,0
0,1,1,2,10,11,31,41,1,2
0,1,1,2,1,13,1,33,31,17
0,1,1,1,16,16,16,17,16,16
0,1,1,1,15,18,30,34,0,0
0,1,1,1,2,20,20,20,30,5
0,1,1,1,2,15,26,26,26,2
0,1,1,1,1,8,13,20,25,30
0,1,1,1,1,1,25,23,23,24
0,1,1,1,1,1,1,15,38,41
0,1,0,1,0,1,0,1,0,96
0,1,0,0,19,22,26,30,0,2
0,0,30,26,20,0,14,10,0,0
0,0,15,18,0,20,22,25,0,0
0,0,15,15,15,15,20,20,0,0
0,0,15,15,15,15,0,0,0,40
0,0,15,1,0,0,0,27,28,29
0,0,15,0,0,20,30,35,0,0
0,0,15,0,0,15,0,0,35,35
0,0,14,16,20,20,16,14,0,0
0,0,14,15,0,15,15,39,1,1
0,0,13,13,1,20,23,26,2,2
0,0,12,16,20,24,28,0,0,0
0,0,12,16,11,0,14,0,47,0
0,0,12,13,0,22,25,28,0,0
0,0,12,13,0,20,25,30,0,0
0,0,12,0,0,23,1,1,29,34
0,0,11,15,0,20,26,28,0,0
0,0,11,14,0,21,25,29,0,0
0,0,11,14,0,20,24,29,1,1
0,0,11,13,0,22,25,29,0,0
0,0,11,12,14,16,2,2,41,2
0,0,11,12,0,16,30,31,0,0
0,0,11,11,11,21,21,21,0,4
0,0,11,11,11,11,11,0,34,11
0,0,11,11,1,16,26,33,1,1
0,0,11,11,0,21,26,31,0,0
0,0,11,11,0,21,26,31,0,0
0,0,11,0,14,18,23,34,0,0
0,0,11,0,0,0,26,27,0,36
0,0,10,20,30,40,0,0,0,0
0,0,10,15,0,20,25,30,0,0
0,0,10,13,0,22,25,30,0,0
0,0,10,11,12,18,23,24,1,1
0,0,10,0,21,22,23,24,0,0
0,0,10,0,20,0,30,0,40,0
0,0,10,0,0,22,0,0,32,36
0,0,10,0,0,0,0,30,30,30
0,0,10,0,0,0,0,27,30,33
0,0,9,3,6,5,19,26,29,3
0,0,9,1,1,16,1,1,34,37
0,0,8,12,15,18,21,24,1,1
0,0,8,11,19,22,0,0,0,40
0,0,8,11,15,0,27,0,39,0
0,0,8,10,0,17,25,40,0,0
0,0,8,9,10,14,27,32,0,0
0,0,7,9,11,12,13,8,20,20
0,0,6,16,21,26,31,0,0,0
0,0,6,11,18,27,38,0,0,0
0,0,6,11,0,22,27,32,0,2
0,0,6,10,1,22,28,31,1,1
0,0,6,8,10,11,13,15,17,20
0,0,6,8,9,10,13,15,18,21
0,0,6,0,0,19,22,25,28,0
0,0,6,0,0,19,22,25,28,0
0,0,6,0,0,19,22,25,28,0
0,0,5,15,15,15,25,25,0,0
0,0,5,12,12,12,12,13,17,17
0,0,5,10,10,15,20,40,0,0
0,0,5,10,10,5,10,15,20,25
0,0,5,5,25,3,25,3,31,3
0,0,5,5,15,25,25,25,0,0
0,0,5,5,0,15,20,25,30,0
0,0,4,7,10,12,14,16,17,20
0,0,4,5,8,12,17,23,28,3
0,0,3,10,15,1,16,17,18,20
0,0,3,4,8,16,0,5,32,32
0,0,3,3,5,9,20,20,20,20
0,0,2,26,2,2,22,22,22,2
0,0,2,16,3,20,3,21,4,31
0,0,2,14,34,34,14,2,0,0
0,0,2,12,15,15,16,20,20,0
0,0,2,3,5,8,12,17,23,30
0,0,1,13,1,1,23,27,29,5
0,0,1,11,12,14,41,21,0,0
0,0,1,11,11,16,26,31,2,2
0,0,1,6,14,19,1,20,28,11
0,0,1,3,3,5,20,21,45,2
0,0,1,2,3,11,13,18,24,28
0,0,1,2,3,6,13,25,50,0
0,0,1,1,21,21,2,26,26,2
0,0,1,1,1,20,25,25,27,0
0,0,1,1,1,1,20,35,40,1
0,0,1,1,1,1,19,25,26,26
0,0,1,1,1,1,1,18,19,58
0,0,0,33,33,34,0,0,0,0
0,0,0,33,33,22,3,3,3,3
0,0,0,25,25,25,25,0,0,0
0,0,0,25,0,0,25,25,25,0
0,0,0,24,0,0,25,25,26,0
0,0,0,21,0,0,26,26,27,0
0,0,0,20,20,20,20,20,0,0
0,0,0,20,20,20,20,20,0,0
0,0,0,20,20,20,20,20,0,0
0,0,0,20,20,20,20,20,0,0
0,0,0,18,19,20,21,22,0,0
0,0,0,18,19,20,21,22,0,0
0,0,0,17,0,0,17,33,33,0
0,0,0,16,1,1,21,26,35,0
0,0,0,15,25,30,30,0,0,0
0,0,0,15,20,21,21,23,0,0
0,0,0,15,18,0,0,0,32,35
0,0,0,15,15,20,20,30,0,0
0,0,0,15,15,0,0,0,35,35
0,0,0,15,0,0,26,28,31,0
0,0,0,15,0,0,25,30,30,0
0,0,0,15,0,0,25,28,32,0
0,0,0,15,0,0,25,25,35,0
0,0,0,15,0,0,23,31,31,0
0,0,0,15,0,0,20,30,35,0
0,0,0,14,18,0,0,0,33,35
0,0,0,14,18,0,0,0,32,36
0,0,0,14,0,21,0,29,0,36
0,0,0,14,0,21,0,29,0,36
0,0,0,14,0,0,25,29,32,0
0,0,0,14,0,0,25,29,32,0
0,0,0,14,0,0,25,29,32,0
0,0,0,14,0,0,25,28,32,1
0,0,0,14,0,0,18,29,39,0
0,0,0,13,16,22,23,26,0,0
0,0,0,13,16,20,24,27,0,0
0,0,0,13,16,19,23,27,1,1
0,0,0,13,14,17,16,19,21,0
0,0,0,13,1,1,21,26,37,1
0,0,0,13,0,0,24,29,34,0
0,0,0,12,19,0,21,4,21,23
0,0,0,12,16,20,24,28,0,0
0,0,0,12,2,2,21,31,31,1
0,0,0,12,0,0,25,30,33,0
0,0,0,12,0,0,24,29,34,1
0,0,0,12,0,0,20,34,34,0
0,0,0,12,0,0,20,30,38,0
0,0,0,12,0,0,16,34,38,0
0,0,0,11,21,0,0,0,31,37
0,0,0,11,13,17,21,38,0,0
0,0,0,11,12,13,14,15,17,18
0,0,0,11,11,0,26,26,26,0
0,0,0,11,2,2,17,34,34,0
0,0,0,11,1,1,24,26,36,1
0,0,0,11,0,0,29,29,31,0
0,0,0,11,0,0,26,31,32,0
0,0,0,11,0,0,26,30,33,0
0,0,0,11,0,0,26,30,33,0
0,0,0,11,0,0,22,22,22,23
0,0,0,10,20,20,50,0,0,0
0,0,0,10,20,20,25,25,0,0
0,0,0,10,20,20,25,25,0,0
0,0,0,10,16,17,18,19,20,0
0,0,0,10,15,20,25,30,0,0
0,0,0,10,15,20,25,30,0,0
0,0,0,10,15,20,25,30,0,0
0,0,0,10,15,20,25,30,0,0
0,0,0,10,15,20,25,30,0,0
0,0,0,10,15,20,25,30,0,0
0,0,0,10,13,20,26,31,0,0
0,0,0,10,10,20,20,40,0,0
0,0,0,10,10,10,10,15,20,25
0,0,0,10,0,21,0,21,0,48
0,0,0,10,0,0,30,30,30,0
0,0,0,10,0,0,25,30,35,0
0,0,0,10,0,0,20,34,35,1
0,0,0,10,0,0,20,30,40,0
0,0,0,9,14,19,24,34,0,0
0,0,0,9,11,12,14,16,18,20
0,0,0,9,0,0,21,27,43,0
0,0,0,8,10,12,14,16,19,21
0,0,0,7,9,11,14,17,20,22
0,0,0,6,2,2,26,31,31,2
0,0,0,6,0,0,26,34,34,0
0,0,0,5,15,0,25,25,30,0
0,0,0,5,15,0,20,20,40,0
0,0,0,5,10,10,15,30,30,0
0,0,0,5,0,0,15,0,50,30
0,0,0,4,10,11,15,30,30,0
0,0,0,4,9,12,15,18,21,21
0,0,0,3,13,21,21,21,21,0
0,0,0,2,19,23,27,29,0,0
0,0,0,2,5,10,17,24,20,22
0,0,0,2,2,22,23,24,25,2
0,0,0,2,2,2,30,30,32,2
0,0,0,2,0,0,28,34,34,2
0,0,0,1,11,26,0,31,31,0
0,0,0,1,5,6,16,19,26,27
0,0,0,1,1,1,12,12,33,40
0,0,0,0,50,50,0,0,0,0
0,0,0,0,25,25,25,0,0,25
0,0,0,0,25,25,0,25,25,0
0,0,0,0,25,25,0,25,25,0
0,0,0,0,24,24,0,26,26,0
0,0,0,0,24,24,0,24,28,0
0,0,0,0,23,24,0,26,27,0
0,0,0,0,22,26,0,26,26,0
0,0,0,0,22,26,0,26,26,0
0,0,0,0,22,24,0,26,28,0
0,0,0,0,22,22,0,27,29,0
0,0,0,0,21,21,0,26,31,1
0,0,0,0,21,21,0,26,31,1
0,0,0,0,20,50,30,0,0,0
0,0,0,0,20,23,0,27,30,0
0,0,0,0,20,20,20,20,20,0
0,0,0,0,19,23,23,2,0,33
0,0,0,0,19,22,1,28,29,1
0,0,0,0,18,22,0,28,32,0
0,0,0,0,18,21,0,29,32,0
0,0,0,0,18,21,0,29,32,0
0,0,0,0,18,0,19,9,24,30
0,0,0,0,17,21,0,29,33,0
0,0,0,0,17,21,0,29,33,0
0,0,0,0,17,21,0,26,36,0
0,0,0,0,17,19,20,21,22,1
0,0,0,0,17,17,17,17,16,16
0,0,0,0,17,17,17,0,0,49
0,0,0,0,16,21,1,29,32,1
0,0,0,0,16,21,1,28,32,2
0,0,0,0,16,21,0,31,32,0
0,0,0,0,16,17,0,29,38,0
0,0,0,0,16,16,17,17,17,17
0,0,0,0,15,20,0,30,35,0
0,0,0,0,15,19,0,30,36,0
0,0,0,0,15,18,0,30,37,0
0,0,0,0,15,17,0,34,34,0
0,0,0,0,15,16,0,33,34,2
0,0,0,0,14,20,25,2,2,37
0,0,0,0,14,16,20,23,27,0
0,0,0,0,12,14,16,21,35,2
0,0,0,0,11,29,30,30,0,0
0,0,0,0,11,21,0,34,34,0
0,0,0,0,11,13,15,18,20,23
0,0,0,0,11,11,21,26,31,0
0,0,0,0,10,20,20,20,30,0
0,0,0,0,10,14,16,18,20,22
0,0,0,0,8,16,18,18,20,20
0,0,0,0,8,15,20,25,30,2
0,0,0,0,7,21,0,31,41,0
0,0,0,0,5,12,17,25,23,18
0,0,0,0,5,6,6,11,31,41
0,0,0,0,4,11,21,31,31,2
0,0,0,0,3,5,16,22,27,27
0,0,0,0,1,17,19,20,21,22
0,0,0,0,1,10,16,20,24,29
0,0,0,0,0,100,0,0,0,0
0,0,0,0,0,33,33,34,0,0
0,0,0,0,0,29,0,34,37,0
0,0,0,0,0,26,0,35,39,0
0,0,0,0,0,25,25,25,25,0
0,0,0,0,0,25,25,25,25,0
0,0,0,0,0,25,25,25,25,0
0,0,0,0,0,25,25,25,25,0
0,0,0,0,0,25,25,25,25,0
0,0,0,0,0,25,25,25,25,0
0,0,0,0,0,25,24,25,25,1
0,0,0,0,0,24,24,25,27,0
0,0,0,0,0,24,24,24,24,4
0,0,0,0,0,21,25,25,29,0
0,0,0,0,0,21,23,27,29,0
0,0,0,0,0,21,22,28,29,0
0,0,0,0,0,20,25,25,30,0
0,0,0,0,0,20,23,27,30,0
0,0,0,0,0,20,20,20,20,20
0,0,0,0,0,20,20,20,20,20
0,0,0,0,0,20,20,20,20,20
0,0,0,0,0,19,23,27,31,0
0,0,0,0,0,19,22,27,32,0
0,0,0,0,0,19,21,25,35,0
0,0,0,0,0,18,19,20,21,22
0,0,0,0,0,18,19,20,21,22
0,0,0,0,0,16,20,30,30,4
0,0,0,0,0,15,15,20,22,28
0,0,0,0,0,14,15,21,21,29
0,0,0,0,0,11,14,20,25,30
0,0,0,0,0,11,11,26,26,26
0,0,0,0,0,10,25,65,0,0
0,0,0,0,0,10,20,30,39,1
0,0,0,0,0,10,15,20,25,30
0,0,0,0,0,6,16,21,26,31
0,0,0,0,0,1,12,12,34,41
0,0,0,0,0,0,100,0,0,0
0,0,0,0,0,0,25,25,25,25
0,0,0,0,0,0,25,25,25,25
0,0,0,0,0,0,25,25,25,25
0,0,0,0,0,0,25,25,25,25
0,0,0,0,0,0,22,24,26,28
0,0,0,0,0,0,21,24,26,29
0,0,0,0,0,0,20,24,26,30
0,0,0,0,0,0,11,20,27,42
0,0,0,0,0,0,10,20,30,40
0,0,0,0,0,0,10,20,30,40
0,0,0,0,0,0,10,13,26,51
0,0,0,0,0,0,0,25,25,50
0,0,0,0,0,0,0,0,100,0
0,0,0,0,0,0,0,0,25,75
0,0,0,0,0,0,0,0,0,100
0,0,0,0,0,0,0,0,0,100
0,1,2,16,21,3,2,1,32,22
0,3,4,14,15,5,5,5,33,16
0,0,0,15,19,1,1,1,32,31
3,3,3,17,17,3,4,4,23,23
0,0,0,16,21,0,0,0,36,27
1,1,2,16,19,4,4,4,22,27
0,0,0,16,21,0,0,0,31,32
0,8,0,0,0,1,28,1,33,29
1,1,12,1,1,24,1,1,28,30
6,0,0,0,0,1,2,33,33,25
1,1,2,18,18,2,3,3,26,26
0,0,12,0,1,22,1,1,32,31
2,6,2,14,21,2,6,5,21,21
0,0,0,16,16,2,2,2,31,31
1,1,1,15,20,1,1,1,30,29
1,2,3,5,16,21,5,5,21,21
1,1,1,6,17,17,6,6,22,23
0,0,0,17,17,0,0,0,30,36
0,8,0,0,0,0,28,0,32,32
6,0,0,0,0,0,0,38,32,24
0,0,0,0,22,23,28,0,0,27
1,3,3,20,20,3,5,5,20,20
4,7,10,13,4,4,4,4,23,27
9,0,0,0,0,0,0,32,32,27
3,7,7,13,17,3,3,3,22,22
9,1,1,1,1,1,1,35,25,25
0,0,15,15,15,20,5,5,5,20
0,1,8,14,16,1,22,3,25,10
0,0,0,15,18,1,1,1,26,38
3,6,9,12,15,18,5,5,16,11
1,4,4,4,16,21,22,4,11,13
3,6,6,14,14,14,6,6,15,16
0,0,9,13,13,23,3,3,4,32
1,2,4,7,14,22,3,3,23,21
2,0,2,12,2,22,3,30,6,21
1,1,9,3,3,2,28,32,7,14
2,2,8,11,17,17,8,11,12,12
0,2,2,2,21,22,2,2,23,24
